Date,Charger Type,Charges per Day,Energy Delivered (kWh),Revenue per Session (₹),Avg Time per Charge (min),Charger Utilization Rate (%),Energy Source,% Renewable Energy Used,CO₂ Saved (kg),ICE Kilometers Avoided,Fuel Avoided (liters),Carbon Offset Potential (tonnes),Equivalent Trees Planted
6/19/2036,Fast DC,5,59.45,26.72,59,63,Grid,34,37.01,184.56,12.3,0.04,1.7
6/20/2036,Portable Gen,40,285.2,17.98,26,58,Grid,24,133.48,1102.88,73.53,0.13,6.13
6/21/2036,Portable Gen,37,307.47,49.8,33,76,Grid,23,177.77,1296.59,86.44,0.18,8.17
6/22/2036,Slow AC,13,145.21,30.56,23,96,Solar,43,75.84,672.32,44.82,0.08,3.48
6/23/2036,Fast DC,44,562.76,11.35,59,83,Grid,38,333.29,2376.78,158.45,0.33,15.31
6/24/2036,Fast DC,32,337.92,24.92,51,83,Solar,87,145.28,1491.1,99.41,0.15,6.67
6/25/2036,Slow AC,30,289.5,15.25,51,75,Grid,18,166.4,1183.57,78.9,0.17,7.64
6/26/2036,Fast DC,39,383.76,10.6,31,83,Grid,12,161.84,1433.53,95.57,0.16,7.43
6/27/2036,Portable Gen,19,161.5,27.6,48,98,Solar,75,77.99,759.16,50.61,0.08,3.58
6/28/2036,Fast DC,48,511.68,44.97,41,53,Solar,100,311.44,1904.5,126.97,0.31,14.31
6/29/2036,Portable Gen,12,168.24,36,39,90,Grid,16,80.18,715.02,47.67,0.08,3.68
6/30/2036,Slow AC,21,280.14,42.48,42,91,Grid,18,149.2,1207.37,80.49,0.15,6.85
7/1/2036,Slow AC,46,590.18,47.4,55,86,Grid,38,383.8,1949.92,129.99,0.38,17.63
7/2/2036,Slow AC,30,433.5,24.81,39,70,Grid,17,203.08,1720.09,114.67,0.2,9.33
7/3/2036,Portable Gen,42,502.32,46.87,47,50,Grid,20,318.4,2245.62,149.71,0.32,14.63
7/4/2036,Fast DC,8,73.68,17.48,52,82,Grid,36,41.79,223.79,14.92,0.04,1.92
7/5/2036,Portable Gen,50,649.5,34.4,26,78,Grid,11,452.38,2791.66,186.11,0.45,20.78
7/6/2036,Portable Gen,13,78.26,16.02,24,87,Grid,21,54.64,257.98,17.2,0.05,2.51
7/7/2036,Portable Gen,40,566.4,23.37,53,93,Grid,40,255.61,2775.38,185.03,0.26,11.74
7/8/2036,Fast DC,43,221.45,40.93,58,99,Solar,77,117.02,743.42,49.56,0.12,5.38
7/9/2036,Fast DC,12,177.96,19.05,50,98,Grid,13,106.2,813.92,54.26,0.11,4.88
7/10/2036,Portable Gen,18,195.84,29.05,24,84,Grid,14,119.26,970.94,64.73,0.12,5.48
7/11/2036,Slow AC,30,346.5,18.79,22,85,Grid,40,153.35,1415.6,94.37,0.15,7.04
7/12/2036,Slow AC,42,250.32,44.63,50,65,Grid,35,153.73,1169.23,77.95,0.15,7.06
7/13/2036,Portable Gen,35,304.15,15.06,53,82,Solar,53,165.85,1453.56,96.9,0.17,7.62
7/14/2036,Slow AC,45,386.1,31.03,35,71,Solar,92,158.48,1438.94,95.93,0.16,7.28
7/15/2036,Slow AC,23,240.81,27.12,35,54,Grid,24,136.2,825.09,55.01,0.14,6.26
7/16/2036,Portable Gen,40,564.8,27.67,49,53,Grid,36,297.27,2116.41,141.09,0.3,13.66
7/17/2036,Fast DC,48,603.84,27.77,42,82,Grid,19,370.08,2081.49,138.77,0.37,17
7/18/2036,Fast DC,25,339,38.44,42,51,Grid,16,189.36,1590.71,106.05,0.19,8.7
7/19/2036,Slow AC,8,92,35.26,30,69,Grid,10,50.63,395.88,26.39,0.05,2.33
7/20/2036,Fast DC,39,236.34,46.17,44,95,Grid,21,135.46,939.91,62.66,0.14,6.22
7/21/2036,Slow AC,24,125.28,17.73,22,76,Solar,51,66.6,557.98,37.2,0.07,3.06
7/22/2036,Fast DC,22,133.32,37.55,57,61,Solar,50,66.83,416.33,27.76,0.07,3.07
7/23/2036,Slow AC,18,226.8,25.79,35,89,Grid,18,94.22,903.92,60.26,0.09,4.33
7/24/2036,Fast DC,20,145.2,46.94,44,100,Grid,39,97.68,473.19,31.55,0.1,4.49
7/25/2036,Slow AC,16,179.68,12.56,21,83,Grid,37,85.51,654,43.6,0.09,3.93
7/26/2036,Slow AC,37,238.65,46.13,35,98,Grid,18,114.88,1118.2,74.55,0.11,5.28
7/27/2036,Fast DC,47,500.55,26.52,28,90,Solar,72,291.26,2387.47,159.16,0.29,13.38
7/28/2036,Portable Gen,33,329.67,14.21,57,62,Grid,12,159.41,1549.01,103.27,0.16,7.32
7/29/2036,Fast DC,40,423.2,44.15,44,98,Grid,20,280.13,1727.53,115.17,0.28,12.87
7/30/2036,Slow AC,29,220.4,28.39,40,100,Grid,14,109.78,849.5,56.63,0.11,5.04
7/31/2036,Slow AC,31,233.43,17.84,32,50,Grid,14,151.81,1032.1,68.81,0.15,6.97
8/1/2036,Fast DC,50,296.5,18.49,48,79,Grid,38,128.86,1087.49,72.5,0.13,5.92
8/2/2036,Slow AC,18,228.06,10.76,60,68,Grid,31,149.38,1008.85,67.26,0.15,6.86
8/3/2036,Slow AC,48,358.56,19.15,32,61,Solar,99,148.7,1438.99,95.93,0.15,6.83
8/4/2036,Fast DC,22,218.68,22.31,49,74,Grid,15,126.08,725.43,48.36,0.13,5.79
8/5/2036,Portable Gen,50,382.5,30.57,24,71,Grid,30,177.09,1534.7,102.31,0.18,8.13
8/6/2036,Portable Gen,47,649.07,45.72,29,73,Grid,19,260.34,2965.65,197.71,0.26,11.96
8/7/2036,Portable Gen,40,391.6,16.6,56,97,Grid,25,256.28,1191.46,79.43,0.26,11.77
8/8/2036,Portable Gen,12,66.24,12.51,28,60,Grid,28,37.62,269.86,17.99,0.04,1.73
8/9/2036,Portable Gen,12,128.52,46.82,26,78,Grid,15,70.39,563.54,37.57,0.07,3.23
8/10/2036,Portable Gen,36,216.36,33.99,46,78,Grid,33,89.4,1070.63,71.38,0.09,4.11
8/11/2036,Portable Gen,13,84.37,13.96,39,90,Solar,50,34.98,278.42,18.56,0.03,1.61
8/12/2036,Portable Gen,25,173,44.79,37,94,Solar,46,114.52,519.34,34.62,0.11,5.26
8/13/2036,Fast DC,28,201.32,36.27,36,83,Grid,31,110.48,985.26,65.68,0.11,5.07
8/14/2036,Slow AC,17,182.92,23.55,56,76,Grid,28,105.7,689.36,45.96,0.11,4.86
8/15/2036,Portable Gen,38,549.1,35.77,22,79,Solar,78,350.4,1962.5,130.83,0.35,16.1
8/16/2036,Portable Gen,42,609.42,24.05,36,59,Solar,79,261.33,2802.42,186.83,0.26,12
8/17/2036,Slow AC,42,409.5,12.43,28,57,Grid,26,169.9,1728.83,115.26,0.17,7.8
8/18/2036,Slow AC,5,42.65,38.35,21,67,Grid,29,29.07,205.67,13.71,0.03,1.34
8/19/2036,Fast DC,20,132.6,30.94,29,73,Solar,41,69.46,424.14,28.28,0.07,3.19
8/20/2036,Fast DC,47,355.79,16.15,23,82,Grid,30,208.61,1147.09,76.47,0.21,9.58
8/21/2036,Slow AC,19,244.34,35.8,42,88,Grid,35,133.34,815.21,54.35,0.13,6.12
8/22/2036,Slow AC,12,119.16,22.25,42,63,Grid,32,61.74,548.97,36.6,0.06,2.84
8/23/2036,Slow AC,24,277.68,46.06,52,66,Grid,11,147.33,1236.14,82.41,0.15,6.77
8/24/2036,Slow AC,32,446.4,24.22,38,71,Grid,37,202.68,1598.59,106.57,0.2,9.31
8/25/2036,Slow AC,16,105.12,26.83,47,95,Solar,33,48.73,468.89,31.26,0.05,2.24
8/26/2036,Portable Gen,30,246,14.02,44,86,Grid,34,157.33,1175.75,78.38,0.16,7.23
8/27/2036,Fast DC,16,116,37.89,35,73,Solar,76,75.24,505.27,33.68,0.08,3.46
8/28/2036,Portable Gen,26,169.78,19.47,24,94,Grid,17,77.75,716.35,47.76,0.08,3.57
8/29/2036,Slow AC,6,38.94,44.57,27,68,Grid,35,19.56,132.7,8.85,0.02,0.9
8/30/2036,Fast DC,39,287.04,33.94,41,69,Grid,22,163.7,1369.51,91.3,0.16,7.52
8/31/2036,Slow AC,44,543.4,43.25,30,96,Grid,27,364.14,2323.67,154.91,0.36,16.73
9/1/2036,Slow AC,12,75.24,42.04,27,93,Solar,63,35.55,342.03,22.8,0.04,1.63
9/2/2036,Slow AC,32,246.08,15.28,27,96,Solar,67,154.63,1008.54,67.24,0.15,7.1
9/3/2036,Fast DC,26,146.64,25.18,25,96,Grid,22,98.67,554.55,36.97,0.1,4.53
9/4/2036,Slow AC,18,134.82,31.6,59,60,Grid,37,66.1,583.71,38.91,0.07,3.04
9/5/2036,Portable Gen,44,635.8,15.28,35,90,Grid,28,320.81,2720.67,181.38,0.32,14.74
9/6/2036,Portable Gen,41,558.01,30.35,21,69,Solar,43,328.49,1837.21,122.48,0.33,15.09
9/7/2036,Slow AC,7,78.4,21.4,49,69,Grid,31,41.53,324.6,21.64,0.04,1.91
9/8/2036,Slow AC,40,586.8,16.36,25,76,Grid,13,342.46,2192.92,146.19,0.34,15.73
9/9/2036,Portable Gen,25,172,46.81,31,70,Solar,58,120.14,516.14,34.41,0.12,5.52
9/10/2036,Portable Gen,31,242.73,17.28,33,86,Solar,80,136.93,1202.36,80.16,0.14,6.29
9/11/2036,Fast DC,10,51.5,34.07,26,66,Grid,24,28.17,213.95,14.26,0.03,1.29
9/12/2036,Slow AC,10,65.5,25.92,33,64,Grid,33,30.93,288.51,19.23,0.03,1.42
9/13/2036,Fast DC,24,160.8,28.37,47,69,Grid,12,66.5,675.25,45.02,0.07,3.05
9/14/2036,Fast DC,31,293.57,29.67,35,56,Grid,39,189.82,1206.83,80.46,0.19,8.72
9/15/2036,Slow AC,40,531.2,18.19,33,68,Solar,97,339.59,2352.81,156.85,0.34,15.6
9/16/2036,Portable Gen,15,134.25,10.72,50,54,Grid,15,65.94,650.55,43.37,0.07,3.03
9/17/2036,Fast DC,49,450.8,18.29,50,67,Grid,33,248.41,1368.35,91.22,0.25,11.41
9/18/2036,Slow AC,42,403.2,10.73,26,74,Solar,37,201.92,1479.76,98.65,0.2,9.28
9/19/2036,Portable Gen,32,238.72,27.25,37,71,Grid,31,115.77,959.86,63.99,0.12,5.32
9/20/2036,Fast DC,37,229.77,13.02,23,57,Grid,28,111.79,1055.55,70.37,0.11,5.14
9/21/2036,Fast DC,19,229.33,34.34,30,76,Grid,23,134.82,957.44,63.83,0.13,6.19
9/22/2036,Fast DC,7,68.39,13.05,26,89,Grid,28,42.66,234.16,15.61,0.04,1.96
9/23/2036,Fast DC,38,237.5,49.28,40,65,Solar,76,140.42,1031.84,68.79,0.14,6.45
9/24/2036,Portable Gen,42,609.84,24.56,20,73,Grid,12,400.85,2666.61,177.77,0.4,18.41
9/25/2036,Fast DC,42,374.22,12.36,43,88,Solar,67,230.66,1229.1,81.94,0.23,10.6
9/26/2036,Portable Gen,5,52.25,48.7,51,50,Grid,33,29.72,212,14.13,0.03,1.37
9/27/2036,Portable Gen,38,210.14,22.09,32,95,Grid,27,140.36,891.69,59.45,0.14,6.45
9/28/2036,Fast DC,13,136.11,48.83,32,65,Grid,28,94.75,543.13,36.21,0.09,4.35
9/29/2036,Portable Gen,15,180.45,13.27,27,69,Grid,40,112.13,722.4,48.16,0.11,5.15
9/30/2036,Fast DC,20,237.8,31.63,37,53,Grid,34,126.93,730.49,48.7,0.13,5.83
10/1/2036,Portable Gen,15,200.4,22.3,23,62,Grid,37,90.13,902.62,60.17,0.09,4.14
10/2/2036,Portable Gen,7,45.01,15.34,33,60,Grid,35,26.71,138.3,9.22,0.03,1.23
10/3/2036,Fast DC,40,223.2,25.89,56,64,Solar,32,117.75,944.01,62.93,0.12,5.41
10/4/2036,Portable Gen,15,180.45,25.55,35,62,Grid,18,122.95,899.55,59.97,0.12,5.65
10/5/2036,Slow AC,23,318.78,42.71,54,52,Solar,98,158.32,1307.96,87.2,0.16,7.27
10/6/2036,Slow AC,5,29.35,15.93,26,93,Solar,78,16.64,123.31,8.22,0.02,0.76
10/7/2036,Portable Gen,26,218.4,47.69,25,77,Solar,42,131.85,841.01,56.07,0.13,6.06
10/8/2036,Slow AC,14,117.32,41.43,41,79,Grid,29,67.57,542.57,36.17,0.07,3.1
10/9/2036,Slow AC,49,625.24,12.21,49,84,Grid,12,401.77,2143.07,142.87,0.4,18.46
10/10/2036,Slow AC,30,247.5,49.43,43,98,Solar,87,158.49,789.73,52.65,0.16,7.28
10/11/2036,Portable Gen,24,248.4,28.32,54,57,Solar,34,133.52,1012.56,67.5,0.13,6.13
10/12/2036,Fast DC,16,219.52,27.84,29,60,Grid,19,120.78,985.18,65.68,0.12,5.55
10/13/2036,Fast DC,42,386.4,14.02,55,78,Grid,35,156.5,1481.62,98.77,0.16,7.19
10/14/2036,Fast DC,49,378.77,44.4,32,100,Solar,80,181.15,1549.53,103.3,0.18,8.32
10/15/2036,Fast DC,13,171.73,21.56,56,67,Grid,14,113.25,572.07,38.14,0.11,5.2
10/16/2036,Portable Gen,44,597.52,15.64,24,66,Solar,90,329.19,2080.45,138.7,0.33,15.12
10/17/2036,Portable Gen,29,348.58,14.29,40,72,Grid,12,171.68,1145.76,76.38,0.17,7.89
10/18/2036,Portable Gen,8,84.4,44.27,41,61,Solar,42,48.83,405.55,27.04,0.05,2.24
10/19/2036,Slow AC,24,287.28,34.37,50,82,Grid,24,116.44,1312.74,87.52,0.12,5.35
10/20/2036,Portable Gen,9,45,41.45,25,66,Grid,11,26.25,171.1,11.41,0.03,1.21
10/21/2036,Fast DC,34,454.24,20.61,49,56,Grid,20,274.99,2004.16,133.61,0.27,12.63
10/22/2036,Slow AC,10,149.5,14.92,22,74,Grid,14,95.54,525.05,35,0.1,4.39
10/23/2036,Slow AC,16,170.72,18.24,29,63,Grid,38,85.39,735.03,49,0.09,3.92
10/24/2036,Slow AC,33,216.81,21.47,27,58,Grid,24,123.15,865.39,57.69,0.12,5.66
10/25/2036,Fast DC,12,108.24,10.38,54,62,Grid,11,66.69,517.15,34.48,0.07,3.06
10/26/2036,Portable Gen,45,540.9,15.19,36,97,Grid,32,261.88,2085.59,139.04,0.26,12.03
10/27/2036,Portable Gen,37,344.84,23.14,37,96,Solar,95,140.84,1531.96,102.13,0.14,6.47
10/28/2036,Fast DC,13,168.87,30.03,51,88,Solar,38,69.02,669.43,44.63,0.07,3.17
10/29/2036,Slow AC,34,286.96,30.02,41,85,Grid,27,173.19,1322.88,88.19,0.17,7.96
10/30/2036,Portable Gen,15,194.7,26.08,36,93,Solar,65,97.48,918.86,61.26,0.1,4.48
10/31/2036,Portable Gen,35,452.55,32.75,38,94,Grid,39,214.93,2016.94,134.46,0.21,9.87
11/1/2036,Portable Gen,20,215.2,46.95,53,57,Grid,30,99.93,831.56,55.44,0.1,4.59
11/2/2036,Fast DC,40,491.2,44.07,41,53,Grid,18,196.79,1481.51,98.77,0.2,9.04
11/3/2036,Fast DC,43,364.21,23.75,47,61,Grid,21,232.8,1619.17,107.94,0.23,10.69
11/4/2036,Fast DC,16,115.36,38.77,23,80,Grid,32,48.81,523.22,34.88,0.05,2.24
11/5/2036,Fast DC,30,214.5,30.15,27,54,Solar,34,102.83,807.31,53.82,0.1,4.72
11/6/2036,Portable Gen,40,594,31.35,35,80,Grid,33,410.23,2516.93,167.8,0.41,18.84
11/7/2036,Portable Gen,27,385.29,13.6,23,91,Solar,33,230.45,1882.06,125.47,0.23,10.59
11/8/2036,Fast DC,48,511.2,12.91,52,54,Grid,12,207.84,1600.56,106.7,0.21,9.55
11/9/2036,Portable Gen,18,125.28,34.7,44,98,Grid,26,69.16,523.6,34.91,0.07,3.18
11/10/2036,Slow AC,24,165.36,31.58,54,72,Grid,18,80.41,497.42,33.16,0.08,3.69
11/11/2036,Portable Gen,47,239.7,25.66,41,95,Solar,36,101.36,780.82,52.05,0.1,4.66
11/12/2036,Portable Gen,32,412.48,18.55,39,97,Grid,38,220.21,1923.82,128.25,0.22,10.12
11/13/2036,Slow AC,34,212.16,28.59,28,55,Grid,22,87.6,721.88,48.13,0.09,4.02
11/14/2036,Slow AC,50,252.5,32.13,23,85,Grid,32,129.38,856.44,57.1,0.13,5.94
11/15/2036,Portable Gen,16,177.28,11.02,21,78,Solar,86,113.23,660.53,44.04,0.11,5.2
11/16/2036,Fast DC,37,199.43,16.93,26,54,Grid,16,120.06,931.59,62.11,0.12,5.51
11/17/2036,Fast DC,46,352.82,33.92,46,67,Solar,91,207.97,1235.29,82.35,0.21,9.55
11/18/2036,Slow AC,47,249.1,13.9,26,92,Grid,29,137.3,859.27,57.28,0.14,6.31
11/19/2036,Slow AC,37,287.49,37.26,41,67,Grid,31,121.43,993.09,66.21,0.12,5.58
11/20/2036,Slow AC,22,133.76,12.47,25,93,Grid,10,68.93,458.31,30.55,0.07,3.17
11/21/2036,Slow AC,31,285.82,32.62,60,80,Solar,42,169.92,876.02,58.4,0.17,7.81
11/22/2036,Slow AC,36,362.52,29.37,40,51,Solar,69,222.4,1630.18,108.68,0.22,10.22
11/23/2036,Slow AC,47,369.42,47.3,59,75,Grid,10,201.11,1388.09,92.54,0.2,9.24
11/24/2036,Fast DC,5,47.6,27.08,39,81,Grid,10,30.5,235.58,15.71,0.03,1.4
11/25/2036,Portable Gen,45,607.95,41.31,49,78,Solar,73,339.74,2903.59,193.57,0.34,15.61
11/26/2036,Slow AC,32,170.88,13.67,43,83,Solar,98,83.41,683.42,45.56,0.08,3.83
11/27/2036,Slow AC,18,238.86,35.16,36,74,Solar,94,105.01,869.88,57.99,0.11,4.82
11/28/2036,Slow AC,22,315.04,47.96,26,56,Solar,75,162.55,1041.86,69.46,0.16,7.47
11/29/2036,Portable Gen,30,280.8,45.26,29,76,Grid,24,114.49,1031.19,68.75,0.11,5.26
11/30/2036,Slow AC,31,164.61,47.83,33,74,Grid,21,113.32,524.5,34.97,0.11,5.21
12/1/2036,Fast DC,41,276.75,36.84,32,56,Grid,12,163.87,1144.44,76.3,0.16,7.53
12/2/2036,Portable Gen,33,343.2,12.84,35,65,Solar,71,217.74,1221.65,81.44,0.22,10
12/3/2036,Slow AC,40,459.6,41.68,58,74,Grid,14,266.43,1423.01,94.87,0.27,12.24
12/4/2036,Slow AC,26,324.22,29.09,28,94,Grid,29,135.72,1180.21,78.68,0.14,6.23
12/5/2036,Portable Gen,31,451.67,42.59,43,70,Grid,35,286.46,1412.95,94.2,0.29,13.16
12/6/2036,Slow AC,7,35.63,34.87,28,96,Solar,69,24.15,114.52,7.63,0.02,1.11
12/7/2036,Portable Gen,50,520,19.85,50,88,Grid,12,332.17,1858.75,123.92,0.33,15.26
12/8/2036,Portable Gen,25,339.75,41.32,43,58,Grid,19,234.29,1658.02,110.53,0.23,10.76
12/9/2036,Fast DC,39,282.75,38.75,46,99,Grid,32,132.91,1045.91,69.73,0.13,6.11
12/10/2036,Portable Gen,7,38.85,17.33,38,94,Grid,33,26.86,180.88,12.06,0.03,1.23
12/11/2036,Fast DC,18,243.18,27.8,60,92,Solar,38,140.4,785.69,52.38,0.14,6.45
12/12/2036,Portable Gen,9,134.28,46.76,20,75,Grid,30,91.32,481.01,32.07,0.09,4.19
12/13/2036,Fast DC,26,255.06,35.48,32,82,Grid,29,162.47,1017.22,67.81,0.16,7.46
12/14/2036,Slow AC,13,116.74,30.91,58,59,Grid,21,60.28,549.95,36.66,0.06,2.77
12/15/2036,Portable Gen,20,272.8,34.63,34,80,Grid,23,119.15,1285.55,85.7,0.12,5.47
12/16/2036,Portable Gen,45,325.8,17.16,21,100,Solar,31,144.44,1073.68,71.58,0.14,6.63
12/17/2036,Slow AC,50,502.5,44.55,40,81,Solar,63,317.06,1797.25,119.82,0.32,14.56
12/18/2036,Slow AC,43,579.21,20.47,46,67,Grid,25,238.98,2700.93,180.06,0.24,10.98
12/19/2036,Slow AC,27,374.22,14.61,36,81,Grid,15,226.49,1780.24,118.68,0.23,10.4
12/20/2036,Portable Gen,19,121.98,26.72,29,93,Solar,48,75.5,505.78,33.72,0.08,3.47
12/21/2036,Fast DC,34,404.94,29.22,54,77,Grid,31,191.56,1862.99,124.2,0.19,8.8
12/22/2036,Slow AC,24,355.2,25.59,48,99,Solar,56,147.94,1748.59,116.57,0.15,6.8
12/23/2036,Fast DC,32,341.12,31.76,31,58,Solar,84,198.79,1328.28,88.55,0.2,9.13
12/24/2036,Fast DC,7,88.06,23.44,50,94,Grid,27,44.75,426.03,28.4,0.04,2.06
12/25/2036,Portable Gen,11,108.57,36.86,46,68,Solar,80,56.16,486.75,32.45,0.06,2.58
12/26/2036,Portable Gen,21,184.17,10.13,28,97,Grid,13,92.04,663.51,44.23,0.09,4.23
12/27/2036,Portable Gen,15,194.55,38.07,27,76,Grid,14,124.27,670.71,44.71,0.12,5.71
12/28/2036,Slow AC,22,264.66,34.05,33,82,Grid,40,119.72,1028.59,68.57,0.12,5.5
12/29/2036,Portable Gen,21,178.71,12.81,48,52,Grid,10,109.75,789.93,52.66,0.11,5.04
12/30/2036,Portable Gen,46,327.06,12.74,52,50,Solar,92,227.25,1230.59,82.04,0.23,10.44
12/31/2036,Fast DC,40,448.4,25.68,21,100,Solar,71,239.77,1874.52,124.97,0.24,11.01
1/1/2037,Slow AC,28,412.72,19.81,56,78,Grid,26,251.24,1634.95,109,0.25,11.54
1/2/2037,Slow AC,8,59.44,12.94,54,80,Grid,32,29.23,219.09,14.61,0.03,1.34
1/3/2037,Portable Gen,21,166.95,26.06,45,66,Solar,82,89.59,610.36,40.69,0.09,4.12
1/4/2037,Portable Gen,9,86.13,15.72,34,92,Grid,18,53.98,315.49,21.03,0.05,2.48
1/5/2037,Fast DC,27,194.13,33.11,53,77,Solar,94,125.82,818.2,54.55,0.13,5.78
1/6/2037,Fast DC,34,244.46,45.02,58,95,Solar,35,103.79,766.97,51.13,0.1,4.77
1/7/2037,Portable Gen,5,43.5,12.88,50,71,Solar,30,29.49,159.04,10.6,0.03,1.35
1/8/2037,Portable Gen,49,556.64,31.76,21,59,Solar,57,274.38,2533.2,168.88,0.27,12.6
1/9/2037,Slow AC,10,89.2,37.99,38,90,Solar,73,53.88,357.14,23.81,0.05,2.47
1/10/2037,Portable Gen,19,229.9,44.79,44,89,Grid,29,129.24,712.92,47.53,0.13,5.94
1/11/2037,Fast DC,31,432.76,22.12,39,60,Grid,13,283.43,1589.56,105.97,0.28,13.02
1/12/2037,Fast DC,28,211.12,45.54,20,64,Grid,40,99.79,1010.51,67.37,0.1,4.58
1/13/2037,Portable Gen,30,237.6,25.2,24,92,Grid,14,144.48,803.41,53.56,0.14,6.64
1/14/2037,Fast DC,44,532.4,15.67,36,85,Solar,81,365.23,2037.57,135.84,0.37,16.78
1/15/2037,Fast DC,26,308.36,39.26,31,82,Solar,44,125.27,1032.76,68.85,0.13,5.75
1/16/2037,Fast DC,45,287.55,24.61,56,80,Grid,33,184.17,1041.2,69.41,0.18,8.46
1/17/2037,Slow AC,43,554.7,23.71,39,99,Grid,38,226.29,1753.82,116.92,0.23,10.39
1/18/2037,Portable Gen,7,83.72,14.39,23,72,Grid,15,53.22,287.78,19.19,0.05,2.44
1/19/2037,Fast DC,43,317.77,47.6,31,84,Grid,36,197.99,1010.71,67.38,0.2,9.09
1/20/2037,Portable Gen,5,71.65,15.94,51,92,Grid,39,30.29,346.57,23.1,0.03,1.39
1/21/2037,Portable Gen,40,404,28.73,41,57,Grid,38,162.11,1891.78,126.12,0.16,7.45
1/22/2037,Fast DC,50,447,11.86,44,80,Grid,18,195.2,1970.08,131.34,0.2,8.97
1/23/2037,Slow AC,23,304.98,20.12,28,66,Grid,38,191.6,1207.09,80.47,0.19,8.8
1/24/2037,Portable Gen,37,498.02,26.49,37,73,Solar,66,306.48,1746.37,116.42,0.31,14.08
1/25/2037,Slow AC,30,381.6,35.08,36,61,Solar,70,168.82,1762.38,117.49,0.17,7.75
1/26/2037,Fast DC,47,444.62,46.71,21,73,Grid,36,186.31,2135.45,142.36,0.19,8.56
1/27/2037,Slow AC,46,367.54,35.87,33,93,Grid,36,176.34,1223.31,81.55,0.18,8.1
1/28/2037,Portable Gen,46,417.22,42.33,20,57,Solar,50,179.82,1793.99,119.6,0.18,8.26
1/29/2037,Portable Gen,5,38.65,31.45,22,71,Solar,80,17.56,128.45,8.56,0.02,0.81
1/30/2037,Portable Gen,6,84.3,12.76,35,89,Grid,19,58.75,290.58,19.37,0.06,2.7
1/31/2037,Portable Gen,42,473.76,17.88,56,56,Grid,20,276.21,1441.37,96.09,0.28,12.69
2/1/2037,Portable Gen,17,119.51,31.21,41,94,Grid,10,59.74,480.9,32.06,0.06,2.74
2/2/2037,Portable Gen,36,277.56,20,50,100,Grid,13,186.8,1210.94,80.73,0.19,8.58
2/3/2037,Fast DC,37,481.37,34.8,25,93,Solar,67,224.97,1826.12,121.74,0.22,10.33
2/4/2037,Slow AC,24,292.08,32.29,22,83,Grid,39,145.01,1348.82,89.92,0.15,6.66
2/5/2037,Fast DC,19,121.22,42.23,38,91,Grid,12,58.74,428.97,28.6,0.06,2.7
2/6/2037,Portable Gen,11,59.51,16.88,59,89,Solar,39,39.01,275.63,18.38,0.04,1.79
2/7/2037,Fast DC,31,447.02,40.23,22,54,Grid,30,221.02,1523.45,101.56,0.22,10.15
2/8/2037,Portable Gen,7,89.6,23.84,57,86,Grid,26,41.59,297.19,19.81,0.04,1.91
2/9/2037,Slow AC,21,291.48,26.1,39,54,Grid,22,118.06,900.49,60.03,0.12,5.42
2/10/2037,Slow AC,9,65.52,23.11,39,100,Grid,18,26.92,305.38,20.36,0.03,1.24
2/11/2037,Slow AC,23,239.66,17.97,23,86,Grid,16,165,1007.85,67.19,0.17,7.58
2/12/2037,Portable Gen,22,150.48,23.93,31,72,Grid,25,89.74,578.6,38.57,0.09,4.12
2/13/2037,Slow AC,30,390.6,14.85,47,58,Grid,16,219,1430.56,95.37,0.22,10.06
2/14/2037,Slow AC,36,229.68,29.36,26,63,Grid,36,141.4,912.67,60.84,0.14,6.5
2/15/2037,Slow AC,12,103.08,43.56,52,77,Grid,13,50.41,435.74,29.05,0.05,2.32
2/16/2037,Fast DC,32,282.88,45.6,41,100,Grid,25,134.47,1096.88,73.13,0.13,6.18
2/17/2037,Fast DC,35,353.5,24.46,29,95,Grid,24,167.46,1339.24,89.28,0.17,7.69
2/18/2037,Portable Gen,20,172.2,38.18,20,72,Solar,95,105.49,572.6,38.17,0.11,4.85
2/19/2037,Slow AC,10,96.3,10.97,41,79,Grid,29,49.61,428.31,28.55,0.05,2.28
2/20/2037,Slow AC,50,426.5,31.61,50,88,Solar,80,278.74,1906.14,127.08,0.28,12.8
2/21/2037,Portable Gen,8,65.84,45.4,32,97,Solar,84,41.45,261.48,17.43,0.04,1.9
2/22/2037,Fast DC,25,361.25,11.47,27,80,Grid,29,221.56,1742.95,116.2,0.22,10.18
2/23/2037,Fast DC,30,300,40.67,53,59,Grid,28,186.02,1278.77,85.25,0.19,8.54
2/24/2037,Fast DC,23,286.81,22.43,44,72,Grid,16,118.27,1177.79,78.52,0.12,5.43
2/25/2037,Portable Gen,23,173.42,49.89,37,74,Solar,44,71.59,528.07,35.2,0.07,3.29
2/26/2037,Fast DC,20,121.6,25.24,49,93,Grid,30,76.28,515.34,34.36,0.08,3.5
2/27/2037,Portable Gen,21,181.02,30.04,25,99,Grid,31,87.19,549.03,36.6,0.09,4.01
2/28/2037,Fast DC,6,39.96,15.83,24,67,Grid,24,24.76,132.11,8.81,0.02,1.14
3/1/2037,Fast DC,15,77.1,47.69,37,89,Grid,23,37.27,285.84,19.06,0.04,1.71
3/2/2037,Slow AC,25,150.75,19.92,38,64,Solar,75,70.23,712.32,47.49,0.07,3.23
3/3/2037,Slow AC,11,56.76,23.64,33,63,Grid,25,35.75,276.99,18.47,0.04,1.64
